股票代码,股票简称,行业名称1,报表类型编码,托宾Q值A,EVA率口径一,销售EVA率口径一,现金流到期债务保障倍数,净资产收益率增长率A,营业利润增长率A,现金股利保障倍数,盈利波动性,应付账款周转率A,净利润现金净含量,营运指数,市盈率PE1,Oscore,Zscore
270,公司0270,专用设备,A,2.8536088920925686,0.04485729761514224,0.06471343567117577,1.117079532169722,1.9918876573838027,16.02509880673783,0.13576900364682998,0.08268755140371606,4.280088404509302,6.534725021475857,4.100084712696945,10.055418460942557,-8.622221761921766,3.263091570382096
868,公司0868,电气机械,A,3.646968897222338,-0.0007038406463088925,0.07380493022752219,,18.75894855573305,,,0.09408352515084582,1.9399305651865055,1.1305462405774955,2.059276136651511,6.073807673024164,-8.545676120949175,3.2121095745616297
189,公司0189,批发零售,A,1.0686978060764487,-0.08158664858925557,-0.19069054099018623,14.589944322152384,16.54519570837234,12.63189436242442,,0.21104227422018693,2.4957859785132412,2.4817137456967133,3.0987550572290257,12.639800465551538,-6.9757349982334205,1.8069796357278565
841,公司0841,专用设备,A,3.9902619294624717,0.05704788484325128,0.021123942289712906,29.277881923961406,27.936836806968252,,,0.15368507631338596,4.220688620711392,10.634921025704715,3.803300049824292,13.208745262284351,-9.035541816117513,3.601562161271234
787,公司0787,交通运输,A,0.5326985262984267,-0.036229672892385587,0.10004323974882344,-2.1598191157942566,1.8193639696384416,8.959578527469686,,0.05713971675876955,4.65733024844742,-0.2977263021511315,1.9613047729902462,6.296934443287644,-5.821400261800493,0.9392322581777873
861,公司0861,计算机软件,A,3.2993582766782477,0.006900164106843436,-0.011208907900226345,18.2343951517514,0.27240417713046344,16.616626367365846,,0.11185758558637028,2.8918550678479242,7.724654012049518,3.4584466065216293,8.716605314496961,-8.21203411764897,3.3212442205073396
717,公司0717,化学制品,A,5.15647009863703,-0.005682947198651977,0.03804902607934518,7.2223967375281255,-18.26147990120495,4.412596786600214,5.453035653137756,0.13373210423809917,,9.64421213643389,6.56265356611582,6.948870877121808,-9.450147774026991,4.048689046564407
476,公司0476,专用设备,A,4.67935189276294,-0.00873711894328907,-0.20609781967711657,8.786388225807334,-0.7054768471990212,-17.29811882680717,-0.8546483431139448,0.0771132077914765,2.687367890868758,0.7332833243339584,2.1973792992538788,21.612595452528378,-8.548506787237482,3.0882595808272466
546,公司0546,电气机械,A,5.925767990346008,0.0840051263613544,0.26409817086354115,37.52602469403543,2.788244336451619,-4.353316751706558,,0.1264727257194861,3.405741147155419,10.382465381867274,6.066901817480774,23.000244289863463,-10.2863163887706,4.481335533505781
186,公司0186,化学制品,A,1.2606791338426742,-0.07185577287326568,-0.17841659161148415,,0.5316719828586338,-10.108128998347798,,0.31534596340366255,1.557180890040239,2.726399922007938,3.15569210153102,11.018863281655422,-6.2365752690517775,1.3218637081101252
311,公司0311,食品饮料,A,1.4779222010402118,0.043474948550340925,-0.06818215779810063,-2.60097706797141,6.272334237781857,-3.1719038298444744,5.920672437091854,0.15233001522862927,3.7859167374993685,6.073055120571859,4.5371961367506835,6.233625819346578,-6.878281066485654,1.50924970276164
417,公司0417,医药制造,A,1.171273183517833,0.010522170514528896,0.05942669184043055,45.19768288018847,6.145235712294015,6.5350752501112925,,0.06667637073060625,4.237953324994362,3.71573838087084,5.397777739725619,3.011507722932632,-9.768971256084987,4.355034913992588
852,公司0852,交通运输,B,2.6675558387615155,-0.021765964474969368,-0.062440148227243836,,6.7716246661979245,24.914519970413895,,0.07336396296716778,4.820184185545944,4.719276416589492,6.065925645374778,14.021290342869984,-8.698233785101925,3.243591501486485
715,公司0715,房地产,A,2.374401691736162,-0.031025368811706568,-0.05224905228046561,6.515239644342753,14.867707287301211,31.317440538154933,,0.032097732911363655,3.5273614024166604,1.155738788370182,7.921480013689457,15.836588266585327,-9.33104572643376,3.959888859092783
507,公司0507,化学制品,A,2.661814799883504,-0.033437086680954936,-0.11412447507265784,-39.95900049725425,4.044081362307189,10.458806417455289,,0.13874170613445874,3.773057995025605,-1.388206201014558,2.504447371551498,12.844007694303928,-6.500102531650345,1.4419617081212608
535,公司0535,专用设备,A,3.3287603167576165,0.01068699400120952,-0.012689981245137306,,4.391645888385577,-2.0478523534176736,,0.12785228660793566,1.8242919524929957,5.854711917384509,3.5406197163971456,8.785174421637572,-8.598805804956386,3.2961615791784347
390,公司0390,专用设备,A,1.456037097409082,0.03361234973412996,0.024472943994024596,-32.91161857640942,-5.085885862790882,-21.900240454036634,,0.16825322455877564,4.273262671499338,3.403107250995133,3.758307285384484,5.080840889946545,-6.60056000869117,1.45720166688466
378,公司0378,房地产,A,2.5687433045583115,0.024551355294658454,0.174743735597844,-12.078098531841015,-1.6204197975057566,-6.5568493791767,1.0914456533587056,0.102649936531988,4.953314665239698,6.447523836029873,7.004357919145417,18.560109728517794,-8.665805429954771,3.2029063974536522
810,公司0810,货币金融服务,A,1.3411920108445714,-0.08379799330945893,-0.20682219960184134,-56.32203785202859,10.926235719476928,4.0774095213203,-5.720129186525366,0.07584615423313805,2.460597702405565,-4.731524825439531,-0.24261973970174988,4.526377297472857,-6.027560165932549,1.3650583028197607
4,公司0004,计算机软件,A,2.7259316833877794,0.058820431321659726,0.08524147075135224,43.70398112733664,-2.291148198400913,,,0.05125049691287355,5.2467844482741635,7.861818251098839,6.881845249672523,8.50900636549569,-9.729133245740288,4.134561241384453
288,公司0288,电气机械,A,2.6530579824276797,0.04546648029279392,-0.01522889023001689,-49.335742666581396,8.3825358202231,19.297672753672867,-2.387660310424696,0.2293903194557619,7.671237852274798,4.263280793211797,4.8468316990205,24.633234239060556,-7.910370358265292,2.6153757107474513
368,公司0368,电气机械,A,1.9293297319755782,0.007592744921561142,0.04444513569955226,13.24005933539049,-28.29871210938475,4.3292747571948915,,0.07324245106583567,1.294857479533216,1.883755152039529,-0.3194239472433811,3.931567560421136,-8.11265118122117,2.90244215409373
626,公司0626,货币金融服务,A,2.5423235937173327,0.029347985112715094,0.02414284183240453,42.12686832259557,-7.686939217438546,-0.5568419321699714,-4.7895015526956835,0.059218499582769334,1.849053283450406,4.299775984189284,4.9329769451915055,8.854162370842944,-9.412419494752049,3.6901794338340967
371,公司0371,批发零售,A,1.5108677665260926,-0.050130357745078805,-0.13160635584120442,-20.738331461333146,5.7667971132707505,15.801313864390497,,0.088018656483386,2.94873897162543,-1.8004520161371071,4.870096073717623,8.649074623883893,-7.224218075527871,1.9888179759770308
283,公司0283,医药制造,A,3.6559809499759575,0.026278167945777017,0.03863746671619458,-14.299868702684389,12.49957844624921,0.07753451112679421,,0.1459813407381852,6.113495636496107,3.46618418018952,0.7690255492905282,14.336593010948032,-7.200014646950162,2.080532599367422
71,公司0071,计算机软件,B,3.3007095346507866,-0.029907044460818606,-0.06184119227174967,13.229233142864317,,0.7521558055590152,,0.049268331775975775,,5.122562356379178,4.4743796370851125,13.11685084639392,-8.77421875749399,2.9280143574913264
236,公司0236,医药制造,A,6.859088871007283,0.011686395507087877,0.08364241361030182,4.58287476378122,26.08754106749565,6.763507594284716,,0.12194803460489069,8.880830688427963,11.048018667964115,6.317060534816934,17.234649239590365,-8.84554597155022,3.5532883465593215
96,公司0096,电气机械,A,1.035478098393236,-0.06266556773147619,-0.0008134639820511214,,-14.682457191969311,6.6709401799826455,-3.5069851781584482,0.1129246584518025,3.7215097187989468,1.9959961317862964,2.9501433370904184,11.40976434275008,-6.82233737161032,1.5651717411530106
631,公司0631,食品饮料,A,4.21632089497242,-0.04649447995902771,0.05202043440745262,-28.932683344973178,31.374619656954806,14.37423487278517,,0.12475619806681004,3.5819723917816986,-3.1191154162586923,-1.1700370973338405,11.42897337129392,-7.875780308477332,2.392568159858867
385,公司0385,交通运输,A,1.6751502741112063,-6.971125708051668e-05,0.1018901110305539,48.65431859316279,0.9494969270035138,-17.882893977599227,,0.11353888223167088,2.7987700909304207,7.342759131659437,9.205091413509136,2.8762618963246096,-9.393490795811706,4.009478460817713
205,公司0205,专用设备,A,2.351920206245434,0.006228547213904787,-0.05486802391914142,,-2.0532365165117223,11.443936598180258,,0.154655975074836,3.0704048207434704,3.566574405821333,2.6930191106071613,10.080389316765833,-7.41969155784622,2.16157613694223
486,公司0486,计算机软件,A,2.307570503801914,-0.0018421891217272005,0.10529729448228307,-7.111131780003992,5.697371643400582,0.6564905901974818,,0.047864369566039906,2.3855342101065578,3.0370422121133633,1.2644289616047382,17.661296842052653,-7.321294232216415,2.465905433954717
444,公司0444,交通运输,A,2.0996691861847294,-0.021695236585348308,0.009788248030132687,59.836357209738594,-7.7202521791968834,11.584793243610065,,0.09901929311384419,2.280423801570145,6.962931583811308,2.9652266838285577,10.647720271050419,-9.005097770975102,3.4602579475497195
426,公司0426,货币金融服务,A,1.853563182884917,0.057500987840725375,0.16571022358869122,32.186793928712696,,,,0.03594384941948527,5.124674646479229,5.167866834240675,4.153455756688127,10.220236128229498,-9.872224412792335,4.444953435300044
522,公司0522,计算机软件,A,3.424655909964085,0.05792514498128,0.02669116386754062,-219.1415843868824,-4.684178646344325,5.015584816308913,,0.08425902702500696,5.695539592543126,8.852857269114644,4.885337587658563,20.856487661261955,-8.032072073122535,2.7052202908115475
564,公司0564,电气机械,A,4.439190900813232,0.003349361282471925,0.02701432851115141,17.342732294217477,3.3340365385776636,15.207947953415026,6.027023453786869,0.0813185800272492,7.562082534725719,5.797406306880309,2.6795211413261137,19.48641682827627,-9.025085863365714,3.4519456436785876
170,公司0170,交通运输,A,3.834830889512875,0.09432420310255035,0.22095013143070552,,-10.151072172174075,,,0.08825883777730469,10.276099147031383,7.409267714311722,2.701344683731769,7.428611888719933,-10.303352497766113,4.777141645768841
140,公司0140,计算机软件,A,4.115638082681766,0.005517749169595859,0.28269159757468854,11.272184481463114,14.714721479508063,2.03506961312584,,0.09120071429128045,5.282133990187773,9.585718959887448,5.902988075723216,7.5583181342804835,-8.942444972507682,3.485263245490202
658,公司0658,食品饮料,A,1.8525517636343227,-0.04059852903719067,-0.11524152216382193,23.631483476335433,11.228535644532917,,,0.1882045095062616,11.815063478494372,3.7352086346848434,4.9856208385189635,9.253636867657981,-7.617546530988989,2.020422394561068
875,公司0875,化学制品,A,3.217953080542657,0.08995375870424897,0.12097647752457392,-25.010476762793886,-18.396276877197685,1.2891644166976732,,0.07503935616728694,4.636049850128886,2.479960487112161,0.7770147414959895,12.636807403141258,-9.916836031112842,4.3662639406373005
494,公司0494,食品饮料,A,0.7741619786536245,-0.015158067486110649,-0.22179562462994484,,11.22192870215077,,5.174017324197829,0.1501148780966468,5.179512371311924,4.589167060143097,5.095536173830655,9.213583482056668,-6.833822096028795,2.125937283970067
406,公司0406,食品饮料,A,1.8384665522448014,-0.02183004459854855,-0.009696426343806828,-21.684589781593033,-13.526255507448639,28.75057606622723,,0.1335423485636711,3.764118732960438,7.752337420211344,4.860198971951933,8.301334038935194,-6.354103253839751,1.8208414071919778
559,公司0559,交通运输,A,1.533705167476356,-0.02387372509453277,-0.12829539965327447,16.724862347780153,2.8399976204660033,13.244838130328706,,0.13350657203576594,4.676757370210068,4.938842304149137,6.059214880402879,3.8676606170377714,-7.811482565369997,2.640609939938652
32,公司0032,货币金融服务,A,2.9218505787846603,0.0056955102192485,0.03420302944627397,-17.08741867042439,10.149715317594493,22.324564317683375,10.686950431382483,0.3283088401357105,2.8578808260324795,4.550662518747123,2.1163583857822323,18.79505254842292,-7.252706575240012,2.2720386148888805
335,公司0335,批发零售,B,2.250283924457078,0.07334163769418318,0.07488218639817615,-50.109097734765506,9.724552651398998,4.208066764423661,,0.18046417819429708,3.7931524289799308,3.2422493574492792,-0.5724099090289974,11.753060680277368,-7.012993538892474,1.942551141108297
323,公司0323,医药制造,A,2.4134311119319514,-0.08635327913419845,-0.114953943208307,-39.90742437546762,-6.663839865877179,-11.291571692103757,,0.10494945187543384,1.9676721721581552,-8.000603780835732,-0.6932024540718809,8.571646274762204,-5.671161793101519,0.44312812008642644
378,公司0378,交通运输,A,2.3772277366108376,-0.029697434918366766,-0.1698153699450806,-10.543633124152567,19.847947324973156,13.410476627682907,,0.13048261201914715,,5.048468007081426,4.57956153807625,-101.71132853029837,-7.791425774644086,1.8953139949551545
669,公司0669,化学制品,A,2.810619872641247,-0.06062230592222754,-0.14045816547427184,,-8.099220306238465,-6.473368258398443,-2.4980990707913757,0.30676732109615135,,-0.04832540036344182,2.5126788377483162,25.455812738308065,-4.456122745519115,0.012899318093175072
445,公司0445,计算机软件,A,2.806179979666274,0.03380416973169058,0.2149634862693942,-50.21490181671573,25.45161270641743,,,0.12249548079946038,5.260953001075886,6.749017866379196,1.704930018578623,10.636384069917794,-7.585897331348453,2.3457391269357246
